,Caption 1,Caption 2,Caption 3,Caption 4,Caption 5,blip,Caption 1 score,Caption 2 score,Caption 3 score,Caption 4 score,Caption 5 score,blip score
392976422_c8d0514bc3.jpg,a boy in a blue shirt is walking along a tan and blue wall,A boy in stripes walking along a ledge .,a boy scales the wall .,A child in a striped shirt is walking along a wall .,Boy in striped t-shirt walking along a ledge .,a boy leaning on a wall .,37.2719612121582,32.1226692199707,34.31006622314453,35.769493103027344,30.643266677856445,37.28828048706055
2916586390_664f0139ea.jpg,A colourfully dressed and painted woman working a hula hoop in a crowd .,A woman in purple pants is using a green hula hoop .,a woman wearing purple and green is spinning a green hula hoop around her waist .,A woman with jewels on her face wearing a green sports bra and purple pants is hula hooping in a crowd .,Costumed girl playing with a hula-hoop in a crowd .,a woman in a green bikini top .,37.597900390625,39.681236267089844,41.889930725097656,44.630306243896484,38.32658767700195,25.546630859375
3344948183_5b89379585.jpg,"A woman , covered in a red and blue shawl , smoking a cigarette , eyes closed .","A woman with a black sweatband is wrapped in a blue , red and yellow blanket and is smoking .","A woman with a headband wearing a blue , yellow and red hooded jacket .",The woman with a colorful blanket is smoking a pipe .,The woman wrapped a flag around her body and burned incense .,a woman with a scarf around her head .,33.735198974609375,35.421470642089844,33.21778106689453,29.454925537109375,29.07840919494629,27.144832611083984
3201666946_04fe837aff.jpg,a man with a damaged eye stands with a child and a woman .,"A man , woman , and child .","A man , woman and little boy pose for a picture in front of an outside door .",Man with injured eye and woman holding child pose outside of building .,Two adults and a small child pose outside a dwelling .,a man and a woman standing next to a building .,29.820140838623047,26.819713592529297,36.470760345458984,29.598190307617188,34.99667739868164,26.320741653442383
3215238223_29de2b35cb.jpg,A boy rides a skateboard with a bike to his right .,A guy grinds a windowsill near an old windmill,A guy is grinding on a window ledge in a city .,A person in black is coming out of a window of a tan and red building .,A person skateboarding near a windmill .,a windmill in the middle of a street .,19.180030822753906,29.74176025390625,18.963048934936523,27.524049758911133,30.64111328125,33.32862091064453
1095476286_87d4f8664e.jpg,A boy jumping in a fountain .,a boy plays in the fountains .,A child plays in a fountain .,A little boy playing in the water .,A young boy is jumping through water being sprayed up from the ground .,a boy playing in a fountain .,36.69758605957031,36.792762756347656,37.680606842041016,30.728012084960938,35.06317901611328,37.44200897216797
3549464203_8ab9c6160b.jpg,A child steps up on a playground toy as arms reach for her .,A girl climbs the stairway of a playground as arms reach for her .,An adult is encouraging a young girl to try the slide .,A small child is climbing up playground equipment while hands reach toward her from behind bars .,The girl is at the park playing on the jungle gym .,a little girl is playing on a playground .,36.160953521728516,36.704708099365234,32.696495056152344,34.261253356933594,27.83111000061035,33.077857971191406
3291255271_a185eba408.jpg,A boy leans on a baseball bat and holds out one arm outstreached .,A child with a hat stands with a bat .,A young boy poses in a field with a baseball bat .,A young boy with a baseball bat holing his arm out .,The boy is wearing a green cap and holding a black baseball bat .,a young boy holding a baseball bat .,30.58503532409668,28.785808563232422,31.28295135498047,31.212785720825195,30.992170333862305,30.490320205688477
3163273640_8d3ef22eaf.jpg,A group of elephants are being ridden by men .,Five men dressed in white ride on elephants that are painted with bright colors .,Five men wearing turbans are riding on elephants a far eastern city street .,Four men wearing turbans wait to give elephant rides to people .,Several men riding elephants through the street .,the elephants are gray .,29.2916259765625,29.622392654418945,30.91948890686035,31.606101989746094,29.763206481933594,24.752017974853516
244399048_8332bb3270.jpg,A blurry dog inside on a carpet .,A dog is jumping up in the air to catch a toy .,A dog standing up on two legs with something in his mouth .,Dog jumping up with something in its mouth .,The furry brown and white dog is jumping around near a door .,a dog standing on its hinds .,26.7430362701416,29.707279205322266,29.339893341064453,29.12058448791504,29.099130630493164,24.98346519470215
3614542901_29877fc342.jpg,A group of women are standing in front of a building .,"A woman in a white gown stands with other girls dressed up , one points across the street .","Five women in dresses , one holding a child , stand outside .",Four women and a bride stand on a street while one of them points at something in the distance .,Old lady with black dress and hat points out something to bride .,a woman in a wedding dress .,26.023319244384766,31.008960723876953,32.00929260253906,32.39608383178711,28.120960235595703,26.689725875854492
2130203183_49bae96b96.jpg,A brown dog sits alone in front of a snowbank .,A brown dog sits outside next to a large snowbank .,A dog sitting in ice and snow .,The brown dog is sitting down on a snowy path .,The dog sits by a snowdrift .,a dog sitting in the snow .,36.38118362426758,36.6107177734375,29.35123634338379,30.770137786865234,33.72698974609375,30.43118667602539
58368365_03ed3e5bdf.jpg,A man is standing on top of a mountain gazing at the sunset .,A man is standing on top of a rock or mountain watching the sunset .,A man 's sillouhette at sunset .,A man standing in the mountains watching a sunset .,A man stands on a hill at dusk .,a man standing on top of a mountain .,34.14102554321289,33.852638244628906,27.13253402709961,32.8231201171875,30.74452781677246,30.859777450561523
42637987_866635edf6.jpg,A man and a dog are sitting on a park bench with several people walking down the path that runs alongside it .,"A man and a dog on a park bench in the foreground , with a group of walking people in the distance .","A man sits on a bench in the park with a dog , while others walk nearby .",People sit on a park bench while others jog on a path .,The man sits with his dog on a bench in a park .,a group of people sitting on a bench in a park .,33.303810119628906,33.39280700683594,33.13921356201172,31.799598693847656,27.26142692565918,32.73745346069336
2877511986_c965ced502.jpg,A girl does a back bend on the beach .,A girl doing a back bend at the beach .,A girl performs a back bend in the ocean water .,"A woman in a red , white and blue bathing suit doing a back bend on the beach .","A young girl , in a stars and stripes bathing suit , does a back flip on the beach .",a woman bending her head in the water .,35.69674301147461,35.88817596435547,34.05965805053711,37.096824645996094,38.780189514160156,28.361360549926758
3584930205_a3f58a4b7c.jpg,A boy skateboarding,A man jumps off an orange ramp with his skateboard .,a skateboarder ollies off a ramp .,Person doing a skateboard stunt,The man in the background is watching the skateboarder complete a jump .,a man doing a trick on a skateboard .,26.906597137451172,27.63648223876953,27.93632698059082,28.176130294799805,26.972009658813477,27.195091247558594
3426964258_67a0cee201.jpg,a crowd of people are gathered in the street waving Irish flags .,"A large crowd of people , some with green , white and tan striped flags .",a parade has many flags and people .,Crowd gathered in streets waving brightly colored flags .,People hold flags in a crowded block .,a crowd of people .,29.573823928833008,28.2936954498291,29.477800369262695,27.01108741760254,30.195152282714844,25.917081832885742
3576250302_14779632bd.jpg,A dirt bike kicks up dust .,A man is driving a motorcycle in the dirt near bushes .,A man rides a dirt bike in the brush .,A person on a motorcycle is turning on a dirt track behind some bushes .,The dirt bike rider kicks up dirt as he turns .,a person riding a dirt bike through some bushes .,28.060346603393555,26.089393615722656,29.893844604492188,30.275930404663086,27.996532440185547,29.49056625366211
2192411521_9c7e488c5e.jpg,A bearded man wearing a bandanna is pointing his finger whilst riding a bicycle .,A man bicycles down the street and points his finger,A man holds an object with his hand while riding his bike down the street .,A man with long hair riding a bicycle gives the peace sign .,Man in blue shirt and black cap riding bike down street flashing peace sign,a man riding a bike on a road .,34.137359619140625,31.10942840576172,32.34404754638672,34.88316345214844,29.404094696044922,32.750614166259766
3728164558_52729baefa.jpg,two people leaning against a railing outside the enterance of a building,Two people standing on a porch .,Two woman stand near a door .,Two women standing outside community library,Two women stand outside a library .,a man and woman standing outside of a building .,28.396326065063477,27.740320205688477,27.239437103271484,29.427947998046875,24.691511154174805,28.841142654418945
506343925_b30a235de6.jpg,"A brown , white , and black dog runs in the sand .",a large brown dog is running across sand dunes in front of some small green foliage .,A striped dog is running in the desert .,A wild dog runs through the desert .,A wolf running in sandy plains .,a dog running in the sand .,31.312641143798828,32.99690246582031,30.569089889526367,31.532833099365234,31.07809066772461,32.78587341308594
2836553263_b1a08c25ea.jpg,A boy on his bike stops and looks back at the cameraman .,A boy stopped on his bike on a bike trail as a woman passes by,A boy with a black shirt and white shorts on a bike is turning to look behind himself .,"A little boy posing on his bike , wearing a helmet .",A young boy with a bicycle on a road going through a forest,a boy riding a bike .,31.844261169433594,32.95287322998047,33.21131134033203,31.75327491760254,34.473819732666016,32.455081939697266
1683444418_815f660379.jpg,A man in a camouflage tank top standing next to a man in a grey t-shirt with a fountain in the background .,Two man standing in front of a huge fountain with several background people .,Two men are posing for a photograph in front of a fountain in a city .,Two men are standing in front of a fountain smiling .,Two men standing in front of fountain while other people sit on the grass,a group of people sitting on the grass .,36.7801513671875,33.582786560058594,33.34575653076172,31.94542694091797,31.857450485229492,23.823835372924805
3517466790_17c7753a1a.jpg,A bunchh of people dressed up stand around talking .,A girl in a white dress looks on as other youngsters in formal attire mingle .,A group of teenagers in formal wear mingle and look at each other .,Crowd of people at a formal event .,Teenagers wearing formal clothes stand in a group outside .,a group of people .,23.80112648010254,32.88871383666992,32.47657775878906,27.328081130981445,27.452587127685547,24.077354431152344
488196964_49159f11fd.jpg,"a brown dog retrieves a ball on a green , slimy , rock covered beach",A dog is carrying a yellow rope across rocks covered in seaweed .,A dog running through water with a ball in its mouth,A dog walks through the water with an object in its mouth .,A very wet dog coming toward the camera through a mossy pond with a ball .,a dog is wadi in the water .,35.06848907470703,34.58217239379883,30.06485939025879,31.426054000854492,31.138809204101562,28.715356826782227
3426933951_2302a941d8.jpg,Boys outside a building .,Kids play soccer in front of a marble building with giant oak doors .,several young boys playing soccer in front of a huge brown wooden door,Some children are playing soccer in front of a large wooden door .,The four children are playing with a ball outside a building .,a large wooden door .,30.022314071655273,35.50927734375,34.83041763305664,36.37693786621094,32.59077072143555,29.457529067993164
2484190118_e89363c465.jpg,A boy with his hands above his head stands on a cement pillar above the cobblestones .,A child in colorful shorts is standing on a post in the street .,A small boy stands on a cement stump in a park with his hands on his head .,a young man wearing a white t-shirt and green and black shorts standing on a stump .,Small child in white shirt and print shorts with hands over their head standing on object .,a boy on a pole .,34.36916732788086,36.3263053894043,33.60395050048828,28.716203689575195,31.827430725097656,31.742816925048828
1461653394_8ab96aae63.jpg,A large white dog growling at a large black dog .,A white and black dog wrestle together .,A white dog bites at a black dog .,A white dog snarls at a black dog in front of a set of steps .,The black dog and the white dog seem to be getting ready to fight .,a dog and a dog playing with each other dog .,31.4619140625,34.48335647583008,31.357616424560547,35.03863525390625,30.946495056152344,29.912281036376953
3035949542_cb249790f5.jpg,the legs of two athletes playing soccer on a field,The lower halves of two kids playing soccer,Two guys in soccer attire chasing a soccer ball .,Two people play soccer while three people watch .,Two soccer players chasing a ball in the grass .,a group of people playing soccer in a field .,29.686891555786133,29.301002502441406,30.956432342529297,27.719600677490234,30.3494873046875,27.948331832885742
1771490732_0ab5f029ac.jpg,Three boys playing soccer in a field,Three boys playing soccer .,Two boys in blue and yellow uniforms play soccer with a boy in a pink printed uniform .,Two teammates attempt to convert a soccer goal past the goalie .,Uniformed children playing soccer,a group of young boys playing soccer on a field .,30.456968307495117,31.793781280517578,38.37961959838867,29.43727684020996,32.38133239746094,31.672021865844727
3585495069_33cba06d0a.jpg,A boy in the air trying to dodge a ball thrown at him .,A group of kids playing dodgeball .,Four people are kicking a soccer ball in a basketball court .,Four people playing ball on a court .,Four school aged kids are playing dodgeball in the gym,a group of people playing a game of frc .,29.380525588989258,28.76580810546875,29.72453498840332,26.33209800720215,26.944082260131836,24.88743782043457
3228069008_edb2961fc4.jpg,a brown puppy is gnawing in a metallic post that is stuck into the ground .,A dog is chewing on a metal pole .,A puppy mouthing a pole on the ground .,Brown dog chewing on a brown walking cane .,Brown puppy biting pole,a dog looking up at a person ' s feet .,32.57490158081055,32.72218322753906,31.42911148071289,29.920839309692383,32.59849166870117,25.22109031677246
3299820401_c2589186c5.jpg,A dirt biker rides through some trees .,A man is riding a mountain bike through woodland .,A mountain biker is racing through a shaded trail .,A mountain biker wearing a colorful helmet rides downhill .,Mountain biker in red striped helmet rides through the trees .,a man riding a bike .,30.11983299255371,31.46038246154785,31.858705520629883,30.402530670166016,30.43785285949707,24.197298049926758
3556792157_d09d42bef7.jpg,A bunch of children sitting in chairs and standing on wooden floors .,"A group of children sit , stand , and kneel along a wall .",A group of children sitting on folding chairs and playing .,a young group of children sitting in a row against the wall .,The kids talking while sitting on a row of chairs along the wall .,a group of children sitting on a wooden floor .,29.452194213867188,26.409509658813477,28.318023681640625,27.113147735595703,23.42413902282715,28.5623779296875
3474985382_26e1560338.jpg,A man in a yellow outfit racing his bike in the wilderness .,Biker with blue helmet riding along rustric trail .,The cyclist in riding downhill on a steep slope .,The helmeted man on a bicycle in riding down a rocky trail .,The mountain biker is descending the hill on a woodland trail .,a man riding a bike .,33.18488311767578,26.186302185058594,30.034250259399414,31.079313278198242,29.80803108215332,25.884471893310547
2174206711_11cb712a8d.jpg,"Two Asian cheerleaders are facing forward waving silver pom-poms , whilst other cheerleaders are performing facing the other way .",Two asian cheerleaders are holding out silver pompoms .,Two asian girls cheerleading for a sporting event,Two girls dressed in light brown wearing black neckties hold foil pom poms while doing a routine with others .,Two young girl cheerleaders wearing a khaki shirt with a black tie cheering .,a group of young girls in uniform .,34.58827590942383,31.49067497253418,34.69941329956055,38.2853889465332,36.694374084472656,26.9478702545166
3123463486_f5b36a3624.jpg,"A brown , black , and white dog runs along on the gravel .",A dog runs,A little dog running on sand .,"The brown , white and black dog runs on a gravel surface .",The dog is running across the gravel .,a dog running on the ground .,35.94116973876953,29.287185668945312,30.538278579711914,36.082672119140625,30.471345901489258,33.613494873046875
3105929913_94a6882e25.jpg,Four bald people are praying or meditating .,Four people with shaved heads and white robes pose their hands in prayer .,Four people with shaved heads and white robes praying .,Religious people wearing white with bald heads hold their hands in a praying position .,Two bald men and two bald women dressed in all white standing in a prayer pose .,a group of people .,35.146568298339844,37.94023132324219,34.95869064331055,37.105079650878906,37.983604431152344,23.979969024658203
3155365418_43df5486f9.jpg,A boy does a jumping trick on a snowboard .,A person in an orange parka soaring through the air on a snowboard .,a snowboarder gets some air .,A snowboarder wearing an orange jacket in midair .,A snowboard rider jumping high on his snowboard in the snow .,a man in the air .,31.96111488342285,36.86929702758789,34.39987564086914,37.37565994262695,34.94783401489258,26.853588104248047
3638459638_ec74e3ff89.jpg,A person is being swept to the ground by waves .,A person wipes out in the water .,A wave in the ocean crashes over a woman .,A woman has been knocked down by strong waves in the ocean,Someone with a wave rolling over them .,the water is chop .,30.392536163330078,29.811262130737305,28.22612190246582,28.041656494140625,24.779016494750977,25.18456268310547
72218201_e0e9c7d65b.jpg,A group of children run a footrace in the snow .,A group of young boys race on a snowy day .,School kids racing in the snow .,The children are running in the snow with fences in the background .,The young runners are racing through the snow .,a group of kids running in the snow .,33.833316802978516,33.53261184692383,31.920223236083984,30.177518844604492,34.223751068115234,30.6197509765625
2432038587_5e4148e277.jpg,A black dog chasing geese .,A dog chases two geese .,A dog chasing 2 geese in an open field .,"A large , black dog is chasing two geese in a field .",Dog runs after two geese in field,a dog chasing a bird .,37.13325119018555,35.815956115722656,36.11471939086914,39.31111526489258,32.99326705932617,34.24288558959961
1352398363_9cc8ffcce9.jpg,A boy is covered with marker .,A dirty child plays in the house,A small boy wearing a diaper stands near the door and is covered in marker .,A young boy covered in ink stands in front of a white door .,A young boy in a pullup is covered in marker ink .,a boy with tattoos .,36.105613708496094,27.506637573242188,38.352359771728516,33.561309814453125,35.44662094116211,30.600648880004883
3626475209_f71cdd06bd.jpg,A black and white dog jumping over an obstacle .,"a black and white dog jumping over a red , white and blue striped pole","A dog is jumping over red , white , and blue hurdles .",A grey and white dog jumps over a bar during an obstacle course .,Large black and white dog jumping hurdle,a dog jumping over a hurdle in a field .,31.06209945678711,31.848155975341797,31.235441207885742,34.457176208496094,31.776519775390625,32.34749221801758
2049051050_20359a434a.jpg,A girl in a black jacket and hat is covered in a pink blanket,"A woman derssed in a black sweater , gloves , hat , and a scarf sits on the beach near a boulder .",A woman in a black cap and outfit sits in the sand .,A woman wearing a black hat sits on the sand with a rock behind her .,"The girl sitting by a rock is wearing a black coat , black hat , black gloves but is covered by a pink blanket .",a woman sitting on the beach .,34.094459533691406,39.03165817260742,33.612911224365234,34.47016525268555,35.67540740966797,31.595909118652344
3535056297_e16f014cb7.jpg,A bunch of people mainly men watching something .,A group of people are looking into the distance .,a group of several people standing around a railing,Some young men stand holding a railing with a lot of other people .,"Three young men wearing hooded sweatshirts , standing at a bench .",a group of people .,25.285446166992188,27.585607528686523,27.24625015258789,30.867952346801758,29.50157356262207,26.41278648376465
3621741935_54d243f25f.jpg,A girl has rested her bike by a bench so that she can eat and ice cream .,A girl is sitting on a bench eating ice cream with a bike next to her .,A girl with a hat is sitting outside on a table with a bike leaning against the table .,A little girl eats ice cream near her bike .,A young girl sits on a metal bench with her bike eating ice cream .,a girl sitting on a bench .,31.165491104125977,33.72841262817383,35.436805725097656,29.802366256713867,34.87392044067383,27.851123809814453
2497608431_8dfefc7a1a.jpg,A man plays fetch with his big black dog just out of the woods .,A man prepares to throw a stick intended for a black dog in front of him to fetch .,A man throwing a stick for his black and tan dog .,man throwing stick and dog watching,The man in the black jacket is throwing a stick for the dog to chase .,a man and a dog are playing frc .,32.19640350341797,35.776920318603516,33.467037200927734,29.6494083404541,29.033132553100586,25.664352416992188
2081679622_6f1442367d.jpg,A boy in grey pajamas is jumping on the couch .,A boy in pajama pants jumps on a red couch .,A boy smiles at the camera and jumps in the air over the couch .,a shirtless boy jumps onto the couch .,The boy in pajama pants jumps off the sofa .,a man jumping on a couch .,34.95103454589844,37.371192932128906,35.376346588134766,36.559818267822266,32.497100830078125,31.82160758972168
2538423833_d1f492d1fb.jpg,A baby leans down to pet a white dog beside its mouth .,A small child and a small white dog .,A small child bends down to touch a white dog .,A toddler is petting the little white dog .,a young noy plays with a dog .,a small child playing with a dog .,33.6971549987793,30.504589080810547,35.12269973754883,33.33103561401367,30.991588592529297,32.051143646240234
3613705104_46d854134e.jpg,A boy skateboards off a ramp covered in graffiti .,A male skateboarder is skating in a vandalized skate park .,"A man does a jump on a skateboard , surrounded by graffiti .",A man does a skating trick off of graffiti-filled stairs .,A skateboarder skates down stairs covered in graffiti .,a skateboarder is doing a trick on a ramp .,33.633514404296875,32.54443359375,35.27908706665039,29.150741577148438,33.45561981201172,29.916223526000977
3306951622_93b82cac21.jpg,A far off view of a surfer and a person on a seedoo .,A man on a jet ski is watching a surfer ride the waves .,A person surfing a big wave .,A surfer catches a wave as a man on a jet ski looks on in case of an accident .,A surfer in a red shirt is under a large wave .,the water is chop .,27.673072814941406,26.233388900756836,26.443105697631836,25.428136825561523,29.312040328979492,24.448549270629883
2354456107_bf5c766a05.jpg,"A man holding money , standing in front of a street band and a store .",A man holds a dollar bill in front of his face while posing in front of a street band .,A man holds money in the air .,A man in a green jacket is standing outside a store holding some money in front of his face .,"An African-American man wearing a green sweatshirt and blue vest is holding up 2 dollar bills in front of his face , while standing on a busy sidewalk in front of a group of men playing instruments .",a man walking down the street .,29.61113739013672,33.45780944824219,24.893428802490234,35.00764465332031,34.55855941772461,24.205425262451172
448658518_eec0b648a6.jpg,A large man dressed in black on a street corner by a red brick building .,A man dressed in black is waiting at a crosswalk .,A man dressed in black stands at a street corner near a crossing light .,"A man stands at a traffic light , waiting to cross the street .",Man in black waits at crossing signal near large brick building .,a man is standing on the sidewalk next to a traffic light .,32.34272384643555,36.40833282470703,37.915184020996094,34.40769577026367,37.0830192565918,35.56617736816406
2985679744_75a7102aab.jpg,A bearded man on a train,A man is sitting on a train resting his hand against his face .,A man sitting on a subway .,A man sitting on a subway looking at the camera .,A man sitting on public transportation .,man sitting on a bus .,30.89177894592285,31.34117317199707,29.029678344726562,30.915225982666016,28.78656005859375,25.77322006225586
3487378989_c051d2715b.jpg,a lone bicyclist jumping on his bike in front of a graffitied wall .,A man doing tricks on a bike,A man grabs the spokes of his bicycle while he jumps .,A man on a bicycle in jeans is doing an air track along a dirt track with graffiti nearby .,A man performs bike tricks by a mural .,a man on a bike .,34.58171844482422,30.765417098999023,30.728404998779297,32.88733673095703,36.04899215698242,26.89725685119629
3634281981_d9cf1d1a33.jpg,A man rides his bike on the side of a rocky hill .,A person in a black backpack biking on a rocky path .,A person in purple shorts riding a bike up a mountain .,Mountain biker approaching a cliffside vista,This person is riding a BMX bike on a clifftop .,a mountain side .,32.04985046386719,32.99424743652344,34.87610626220703,33.717384338378906,29.33469009399414,23.979148864746094
3568219100_dfbffddccd.jpg,a climber in a red shirt is scaling a rock face whilst being watched by another man in a white shirt .,A man climbing a rocky outcropping while another watches .,A man is climbing up a rock while another man watches him from behind .,A person learning how to rock climb with another person assisting .,Two people are attempting to rock climb on a small but steep rock wall .,a large rock .,31.02667236328125,29.736661911010742,29.21080207824707,30.344295501708984,32.51259994506836,24.60372543334961
2121357310_f8235311da.jpg,A boy in a swimsuit slides along a stretch of wet plastic .,A boy slides down a water slide as another boy runs past .,A man in black shorts is sliding on a tarp .,Boy in black shorts sliding on black surface covered with water with green trees in the background .,Boy sliding on a wet plastic surface,a man is falling off of a surfboard .,31.337827682495117,31.584009170532227,35.45229721069336,28.009517669677734,31.902786254882812,30.172847747802734
3319899418_4bcf1b00d8.jpg,A person in a green jacket and yellow pants is on a snowboard coming down a roof into the snow .,A snowboarder goes up a ramp .,A snowboarder slides down the side of an A-frame house buried in snow .,Someone snowboards up the roof of a barn .,The snowboarder does a trick off the side of a large green building .,a man on a snowboard .,35.00750732421875,32.17502975463867,36.96647644042969,33.309871673583984,32.32183837890625,27.337955474853516
